TIPO;REGISTRO_SANITARIO;NOMBRE_COMERCIAL;"NOMBRE_GENERICO	";FORMA_FARMACEUTICA;CONCENTRACION;LABORATORIO;BAJO_LICENCIA;PARA_TERCEROS;PAIS_ORIGEN;EMPRESA_PROVEEDORA
II;82147;VITAMIN C 1000MG;VITAMINA C ACIDO ASCORBICO;TABLETA RECUBIERTA;1000MG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;82160;GLUCOSAMINE+CHONDROITIN+MSM;"GLUCOSAMINA HCL;CONDROITINA SULDATO;MSM";CAPSULA;"375MG;300MG;225MG";SHANDONG YUWANG PHARMACEUTICAL CO.LTD.;/;TERAPEUTICA BOLIVIANA S.A.(TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
PTA;82163;GALACTOGENO VENET;PINPINELLA ANISUM L., FOENICULUM VULGARE MILL, OCIMUM BASILICUM L.;GRANULADO;"25%; 25%; 20%";LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL VENET;/;/;BOLIVIA;VENET
II;82237;CALCIUM 600 PLUS D;CALCIO/ VITAMINA D3;TABLETA RECUBIERTA;600 MG/200 UI;SHANDONG YUWANG PHARMACEUTICAL CO., LTD;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;82253;BONAFLORA®;SACCHAROMYCES BOULARDII;POLVO P/SOLUCION ORAL;5000MILL UFC E/250MG;UNIQUE BIOTECH LIMITED;/;BONAPHARM S.A.C.;INDIA;BONAPHARM S.R.L.
II;82269;FERTYBIOTIC MUJER;VER REVERSO;POLVO EN SOBRE;VARIOS;H.C.CLOVER PRODUCTOS Y SERVICIOS,S.L.;/;FERTYPHARM,S.L.;ESPAÑA;PROMEDICAL S.A.
II;82279;FOLIC ACID 800MCG;ÁCIDO FÓLICO;TABLETA RECUBIERTA;800MCG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
PTA;82281;SEN DETOX;SEN CASSIA ANGUSTIFOLIA VAHL;MATE;100%;LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL VENET;/;/;BOLIVIA;VENET
II;82282;CALVIT K2;CARBONATO DE CALCIO, VITAMINA K 2-7, VITAMINA D3;TABLETA RECUBIERTA;1250MG/59,53MG/12,53;"MEDIBIOS LABORATORIES LIMITED
";/;/;INDIA;PROMEDICAL S.A.
II;82414;QUELAT MULTIVITAMINICO SABOR NARANJA;SUPLEMENTO VITAMINICO B1,B2,B3,B5,B6,B7,B9,B12,C,D,E,K2+BETACAROTENO, MINERALESQUELATADOS CA,FE,MO,MN,MG,SE Y ZINC;POLVO;VARIOS COMPONENTES;FRAMINGHAM PHARMA S.R.L.;/;/;ARGENTINA;KLBUSINESS LTDA.
PTA;82418;PROSTASANA;"KISWARA,DIENTE DE LEON;ZARSAPARRILLA";SOLUCION ORAL;90%;MENATBOL;/;/;BOLIVIA;MENATBOL
PTA;82493;VARILATE ADVANCE;MANZANILLA (MATRICARIA CHAMOMILLA);CREMA;MANZANILLA;"LABORATORIO TRADICIONAL ANCESTRAL ""ALVALAB""";/;/;BOLIVIA;LABORATORIO TRADICIONAL ARTESANAL ANCESTRAL A
II;82547;DIGERMIN;BACILLUS CLAUSII;SUSPENSIÓN;2000 MILLONES (2MILL;UNIQUE BIOTECH LIMITED;/;BONAPHARM S.A.C.;INDIA;BONAPHARM S.R.L.
II;82619;DEFENSE BOOST;"VITAMINA C; VITAMINA D; ZINC";CÁPSULA;VER FÓRMULA;ARNET PHARMACEUTICAL CORPORATION;/;INDUSTRIA QUIMICO FARMACEUTICA SIGMA CORP S.R.L.;ESTADOS UNIDOS;IND. QUIMICA FARMACEUTICA SIGMA CORP SRL
PTA;82621;CONCENTRADO;GALPHIMIA AUSTRALIS CHODAT,PLANTAGO MAYOR,UNCARIA TOMENTOSA;JARABE;55%;MENATBOL;/;/;BOLIVIA;MENATBOL
II;82628;SUPER INMUNE C;VARIOS;POLVO;VER REVERSO;ALFA VITAMINS LABORATORIES,INC;/;/;ESTADOS UNIDOS;A3TEK S.R.L.
II;82634;BONAFLORA;SACCHAROMYCES BOULARDII;CAPSULA;282.5MG (250MG D/LEV;"UNIQUE BIOTECH LIMITED
";/;BONAPHARM S.A.C.;INDIA;BONAPHARM S.R.L.
II;82644;SATIAL TOTAL NEUTRALASA SUGAR STOP & CARB CONTROLLER;PICOLINATO DE CROMO, L-ARABINOSA Y EXTRACTO DE POROTO BLANCO(PHASEOLUS VULGARIS);COMPRIMIDO;200MG - 200MG - 0,32;FRAMINGHAM PHARMA S.R.L.;;;REPÚBLICA  DE ARGENTINA;KLBUSINESS LTDA.
PTA;82662;TOS SANA;WIRA WIRA, EUCALIPTO, SAUCO;JARABE;"30%; 10%; 10%";MENATBOL;/;/;BOLIVIA;MENATBOL
PNI;82663;HELIFLUX 35MG/5ML;EXTRACTO HEDERA HELIX;SOLUCION ORAL;35MG/5ML(10-14%);LABORATORIOS PORTUGAL S.R.L.;/;IMPORTADORA Y EXPORTADORA LECAR SRL.;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
II;82664;FULL SPECTRUM® WOMEN;"ÁCIDO FÓLICO; ACETATO DE RETINOL; VITAMINA D3....";TABLETA RECUBIERTA;"0,96MG; 12,92MG; 14,";SHANDONG YUWANG PHARMACEUTICAL CO.,;/;/;CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;82724;FULL SPECTRUM®;VARIAS VITAMINAS Y MINERALES (VARIOS P.A.);TABLETA RECUBIERTA;VARIOS P.A.;SHANDONG YUWANG PHARMACEUTICAL CO.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;82735;SALES DE REHIDRATACION ORAL;CLORURO DE SODIO, CLORURO DE POTASIO, CITRATO DE SODIO, GLUCOSA ANHIDRA;POLVO P/SOL. ORAL;20,5G (2,6-1,5-2,9-1;OPES HEALTHCARE PRIVATE LIMITED;/;/;INDIA;FARMASHOPPING
PTA;82747;AJO SALUD COMPUESTO;AJO, WIRA WIRA, MALVA;JARABE;"40%; 35%; 25%";MENATBOL;/;/;BOLIVIA;MENATBOL
PTA;82748;CALMAVIL;ALCACHOFA, LLANTEN, ALBAHACA;JARABE;"45%;30%;25%";MENATBOL;/;/;BOLIVIA;MENATBOL
PTA;82752;ALFAVITA;ALFALFA;JARABE;50%;MENATBOL;/;/;BOLIVIA;MENATBOL
II;82758;PANCINO GOTAS;LACTOBACILLUS RHAMNOSUS GG;GOTAS;5MIL MILLONES UFC;FARMACEUTICA PROCEMSA S.P.A.;/;PEDIATRICA ESPECIALIST S.R.L.;ITALIA;PROMEDICAL S.A.
II;82790;VINEDERM;BIFIDOBACTERIUM LACTIS, BIFIDOBACTERIUM LONGUM Y LACTOBACILLUS RHAMNOSUS;CAPSULA;100MG;KOROTT S.L.;/;/;ESPAÑA;MEGALABS BOLIVIA S.R.L.
II;82792;VITAMINA C;ACIDO ASCORBICO;TABLETAS MASTICABLES;500MG;LABORATORIOS PORTUGALBO S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
II;82794;FERTYBIOTIC HOMBRE;VER REVERSO;CAPSULA BLANDA;VER REVERSO;H.C. CLOVER PRODUCTOS Y SERVICIOS, S.L.;/;FERTYPHARM, SL.;ESPAÑA;PROMEDICAL S.A.
II;82796;TRICOVIT PRO;VER REVESO;CAPSULA BLANDA;VER REVERSO;BIODUE S.p.A.;/;/;ITALIA;PROMEDICAL S.A.
PTA;82808;GUMMY MEL;" MEDICAGO SATIVAL.;ECHINACEA PURPUREA (L.)MOENCH;LEPIDIUM MEYENII WALP";;"12%; 10%; 12%";LABORATORIO ARTESANAL DE PRODUCTO NATURAL TRADICIONAL VENET;;;;VENET
PNI;82812;ABRIMED 35MG/5ML;EXTRACTO DE HEDERA HELIX;SOLUCION ORAL;35MG/5ML;LABORATORIOS PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
II;82845;DOLORCHAU COMPUESTO;PARACETAMOL + DICLOFENACO;TABLETA RECUBIERTA;500MG + 50MG;LABORATORIOS PORTUGAL S.R.L. ;/;IMPORTADORA Y EXPORTADORA LECAR S.R.L.;PERU;IMPORTADORA Y EXPORTADORA LECAR S.R.L.
NN;82894;AZUFRE USP;AZUFRE;POLVO TOPICO;100%;LABORATORIO FARMACEUTICO TELCHI LITEL;/;/;BOLIVIA;TELCHI  LITEL LTDA.
II;82903;TROYVIT D3 (COLECALCIFEROL);COLECALCIFEROL;CAPSULAS;60000UI;TROIKAA PHARMACEUTICALS LTD;/;/;INDIA;ABENDROTH INTERN- DE SERV AUT FARM-AISAFARMA
II;82935;ZINC 20 MG;ZINC;COMPRIMIDO;20MG;TITAN NUTRA;PINNACLE PHARMA LLC;FARMEDICAL S.R.L.;INDIA;FARMEDICAL S.R.L.
II;82937;VITAMINA D3 4000UI;COLECALCIFEROL;CAPSULA;4.000UI;TITAN NUTRA;PINNACLE PHARMA LLC;;INDIA;FARMEDICAL S.R.L.
NN;82965;TATOODERM®;BACITRACINA, NEOMICINA SULFATO;POMADA;"500UI; 5MG/G";GRUPO ALCOS S.A.;;;BOLIVIA;GRUPO ALCOS S.A.
II;82966;DI-NEUMOBRON;"PARACETAMOL; PSEUDOEFEDRINA CLORHIDRATO; CLORFENIRAMINA MALEATO";CAPSULA;"500MG; 30MG; 2MG";ACROMAX LABORATORIO QUIMICO FARMACEUTICO S.A.;/;/;ECUADOR;MEGALABS BOLIVIA S.R.L.
II;82968;DORMAX;EXTRACTO DE PASIFLORA/EXTRACTO DE VALERIANA/EXTRACTO DE AMAPOLA/MELATONINA;CAPSULA;150MG/120MG/100MG/1M;LABORATORIOS ADMIRA S.L.;;ACTAFARMA S.L.U.;ESPAÑA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;83008;CALCIUM PLUS FORTE;"VITAMINA D3; CALCIO; MAGNESIO; ZINC";TABLETA RECUBIERTA;VER FÓRMULA;"SHANDONG YUWANG PHARMACEUTICAL CO., LTD
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;83010;TAPSIN SC;PARACETAMOL;POLVO EFERVESCENTE;1G;LABORATORIO MAVER S.A.;/;/;CHILE;CAMSA INDUSTRIA Y COMERCIO S.A.
II;83017;K-RTICOL;VER FORMULA;CÁPSULA;VER FORMULA;IMPORTADORA & EXPORTADORA GRANDA & RIVAS NUTRIGR CIA LTDA.;/;/;ECUADOR;REDUXTREME
II;83034;BIOTIN;BIOTINA;TABLETA;5000MCG;ALFA VITAMINS LABORATORIES, INC.;/;/;ESTADOS UNIDOS;A3TEK S.R.L.
II;83049;FIBRALOE PLUS;VER REVERSO;CAPSULA;VER REVERSO;IMPORTADORA & EXPORTADORA GRANDA & RIVAS NUTRIGR CIA, LTDA;/;/;ECUADOR;REDUXTREME
II;83052;D´PRO-STAZEUS DUO;"MICROPULVERIZADO DE BAYAS DE SAW PALMETTO(SERENONA REPENS S.);VITAMINA C; SULFATO DE ZINC; LICOPENO; VITAMINA B6";CAPSULA;"236MG;10MG;10MG;2,5M";IMPORTADORA & EXPORTADORA GRANDA & RIVAS NUTRIGR CIA LTDA.;/;/;ECUADOR;REDUXTREME
II;83069;AEROMIX 125;SALMETEROL + FLUTICASONA PROPIONATO;AEROSOL P/INH. ORAL;25MCG + 125MCG;MEDISOL LIFESCIENCES PVT. LTD.;MERICANA PHARMACEUTICALS PVT. LTD.;/;INDIA;FARMEDICAL S.R.L.
NN;83070;BICARBONATO DE SODIO;BICARBONATO DE SODIO;POLVO;20G;LABORATORIO FARMACÉUTICO TELCHI LITEL;/;/;BOLIVIA;TELCHI  LITEL LTDA.
NN;83124;CURADIL® 60 + ZINC;SALES DE REHIDRATACION ORAL  (CLORURO DE SODIO,CLORURO DE POTASIO,DEXTROSA ANHIDRA, CITRATO DE SODIO, GLUCONATO DE ZINC;SOLUCION ORAL;"0,174G;0,151G;OTROS";GRUPO ALCOS S.A. ;/;/;BOLIVIA;GRUPO ALCOS S.A.
II;83130;FULL SPECTRUM® SPORT;VER FÓRMULA;TABLETA RECUBIERTA;VER FÓRMULA;"SHANDONG YUWANG PHARMACEUTICAL CO., LTD
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;83132;ZINC 50MG;OXIDO DE ZINC;TABLETA RECUBIERTA;50MG;SHANDONG YUWANG PHARMACEUTICAL CO., LTD;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
NN;83167;CLORENINN 4% SOLUCION HIDROALCOHOLICA;GLUCONATO DE CLORHEXIDINA;SOLUCIÓN HIDROALCOHÓLICA;4%;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L.";/;/;BOLIVIA;"INDUSTRIAS TORRICO ANTELO ""ITA"" S.R.L."
PNI;83168;GINKGO BILOBA EXTRACT;EXTRACTO DE GINKGO BILOBA;CÁPSULA;60MG;21ST CENTURY HEALTHCARE INC;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;83169;FLOGIATRIN GEL;PIROXICAM;GEL;0.5G/100G;LABORATORIOS DE VICENTE SCAVONE & CIA.S.A.E.;MEGA LABS S.A.;MEGALABS BOLIVIA SRL.;PARAGUAY;MEGALABS BOLIVIA S.R.L.
II;83271;VITAE;VITAMINA  A(COMO PALMITATO), VITAMINA E ACETATO;CAPSULA BLANDA;300MCG + 25MG;DEVLIFE CORPORATION PVT. LTD;;;INDIA;PROMEDICAL S.A.
II;83272;IBUFAST;IBUPROFENO;CAPSULA BLANDA;400MG;DEVLIFE CORPORATION PVT.LTD.;;;INDIA;PROMEDICAL S.A.
II;83296;PANCINO SOBRES;LACTOBACILLUS RHAMNOSUS GG;POLVO;5 MIL MILLONES UFC;FARMACEUTICA PROCEMSA S.P.A.;/;PEDIATRICA ESPECIALIST S.R.L.;ITALIA;PROMEDICAL S.A.
II;83300;TRIPLE C KIDS;ACIDO ASCORBICO, GLUCONATO DE ZINC, VITAMINA D3;SOLUCIÓN;500MG, 7MG, 70µG;CARVAGU S.A.;/;/;ECUADOR;MEDIFARM S.R.L.
NN;83352;BACITRACINA NEOMICINA;BACITRACINA, NEOMICINA SULFATO;POMADA;"500UI; 5MG/G";GRUPO ALCOS S.A.;/;/;BOLIVIA;GRUPO ALCOS S.A.
NN;83369;DI - NEUMOBRON INFANTIL;"PARACETAMOL (ACETMINOFENO); GUAIFENESINA (ETER ALFA-GLICERIL GUAYACOL)";SUPOSITORIO;"150MG; 20MG";DROGUERIA INTI S.A.;/;MEGALABS BOLIVIA S.R.L.;BOLIVIA;MEGALABS BOLIVIA S.R.L.
NN;83374;POST DRINK;ACIDO ACETIL SALICILICO - CAFEINA- BICARBONATO DE SODIO;GRANULADO EFERVESCENTE;480MG-50MG-1860MG;LABORATORIOS FARMACÉUTICOS LAFAR S.A.;/;/;BOLIVIA;LABORATORIOS FARMACEUTICOS  LAFAR S.A.
II;83402;GALMETICONA 100;SIMETICONA;COMPRIMIDO MASTICABLE;100MG;WEST-COAST PHARMACEUTICAL WORKS LTD.;/;/;INDIA;LAQFAGAL FARMA INDUSTRIA S.R.L.
II;83430;IMMUVIT MATERNAL;VER REVERSO;CAPSULA BLANDA;VER REVERSO;LABORATORIOS LICONSA S.A.;/;/;ESPAÑA;MEGALABS BOLIVIA S.R.L.
II;83440;DICLOFENACO SÓDICO COMPRIMIDOS DE LIBERACIÓN PROLONGADA USP 50MG;DICLOFENACO SÓDICO;COMPRIMIDO RECUBIERTO;50MG;ASMOH LABORATORIES LTD.;;KRISHPAR CARE BOLIVIA S.R.L;INDIA;KRISHPAR CARE BOLIVIA S.R.L.
PTA;83449;ECHINACEA BONAFIX;ECHINACEA;MATE;1G (100%);LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
II;83453;LEVOC ® TABLETAS;LEVOCETIRIZINA DICLOROHIDRATO;TABLETA RECUBIERTA;5MG;LABORATORIOS LEGRAND S.A.;;;COLOMBIA;PHARMEDICAL LTDA.
II;83486;SULFATO DE ZINC;SULFATO DE ZINC MONOHIDRATO;TABLETA RECUBIERTA;200MG;OPES HEALTHCARE PRIVATE LIMITED;/;/;INDIA;MHEDICAL PHARMA S.R.L.
PTA;83570;HI. VITAMINA;"CITRUS X AURANTIUM L.; PROSOPIS ALBA GRISEB; MALUS DOMESTICA BORKH.";JARABE;100%;MENATBOL;;;BOLIVIA;MENATBOL
II;83577;BIOTIN 5000MCG;BIOTINA;CAPSULA;5000MCG;21 ST CENTURY HEALTHCARE INC.;/;/;ESTADOS UNIDOS;COLHER GROUP S.R.L.
II;83603;ANTIGRIPAL MP;"PARACETAMOL;DEXTROMETORFANO;CLORFE;FENIL";CAPSULA;"500MG;15MG;2MG;10MG";OPES HEALTHCARE PVT.LTD.;/;/;INDIA;MHEDICAL PHARMA S.R.L.
NN;83606;ALCOHOL MEDICINAL;ETANOL;SOLUCIÓN;70%;LABORATORIO QUIMICO FARMACÉUTICO INDUSTRIAL DELTA S.A.;/;/;BOLIVIA;LABORATORIO QUÍMICO FARMACÉUTICO IND. DELTA S
II;83612;DAEHA;"MEZCLA DE BIFIDOBACTERIUM LACTIS, BIFIDOBACTERIUM LONGUM; LACTOBACILLUS CASEI";POLVO;100 MG;KOROTT S.L.;/;/;ESPAÑA;MEGALABS BOLIVIA S.R.L.
II;83613;AMPLYCREM;"GENTAMICINA;BETAMETASONA;MICONAZOL NITRATO";CREMA;VARIAS;REGAIN LABORATORIES;/;KAIS;INDIA;KAIS
PTA;83616;VIN MAX;SABILA;JALEA;80%;VINO VINO;/;/;BOLIVIA;VINO VINO
PTA;83701;TÉ VERDE PLUS;TE VERDE;TISANA;100%;LABORATORIO ARTESANAL ANCESTRAL BONAFIX;/;/;BOLIVIA;LABORATORIO ARTESANAL ANCESTRAL BONAFIX
II;83727;CLOTRIMAZOL 500MG;CLOTRIMAZOL;TABLETA VAGINAL;500MG;LABORATORIO PORTUGAL S.R.L.;/;/;PERU;LAB PORTUGALBO S.R.L.
II;83729;TERCEDOL 500;PARACETAMOL;COMPRIMIDO;500MG;LABORATORIOS ALMOS S.A.;/;LABORATORIOS SIEGFRIED S.A.;PARAGUAY;LABORATORIOS SIEGFRIED S.A.
II;83730;PARACETAMOL TABLETAS;PARACETAMOL;TABLETA;0.5G;HEBEI JIHENG PHARMACEUTICAL CO.LTD.;/;/;CHINA;MHEDICAL PHARMA S.R.L.
II;83781;FOLIACID;ÁCIDO FÓLICO;TABLETA;800 MCG;AVANTI NUTRITIONAL LABORATORIES LLC;;CAMSA INDUSTRIA Y COMERCIO S.A.;ESTADOS UNIDOS;CAMSA INDUSTRIA Y COMERCIO S.A.
II;83782;TONOPAN 1000;PARACETAMOL;TABLETA;1G;LABORATORIOS PORTUGAL S.R.L.;/;ANSOLAT SOCIEDAD ANONIMA CERRADA;PERU;LAB PORTUGALBO S.R.L.
II;83815;DOLOCORDRALAN 325MG;PARACETAMOL;TABLETA RECUBIERTA;325MG;LABORATORIOS PORTUGAL S.R.L.;/;ANSOLAT SOCIEDAD ANONIMA CERRADA;PERU;LAB PORTUGALBO S.R.L.
II;83817;SANAVIT C;VITAMINA C (ACIDO ASCORBICO);COMPRIMIDO EFERVESCENTE;1000MG;JAYWIN REMEDIES PVT. LTD;/;SANAT PHARMA S.R.L;INDIA;SANAT PHARMA S.R.L.
II;83821;COBANEURIN®;VER FORMULA;CÁPSULA;VER FORMULA;"SHANDONG YUWANG PHARMACEUTICAL CO., LTD
";/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);CHINA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;83861;PROSTATE FORMULA;SELENIO,ZINC, VITAMINA E, LICOPENO, EXTRACTO DE PALMA ENANA AMERICANA, EXTRACTO DE RAÍZ DE ORTIGA, ACEITE DE SEMILLA DE CALBAZA;CAPSULA BLANDA;VER FORMULA;MASON VITAMINS.INC.;;;ESTADOS UNIDOS;MEGA VIT S.R.L.
II;83920;PEDIASURE VAINILLA;VER FÓRMULA;POLVO;VARIOS;ABBOTT LABORATORIES B.V.;;;HOLANDA;PHARMATECH BOLIVIANA S.A.
II;83959;TERCEDOL 1G;PARACETAMOL;COMPRIMIDO;1G;LABORATORIOS ALMOS S.A.;/;LABORATORIOS SIEGFRIED S.A.;PARAGUAY;LABORATORIOS SIEGFRIED S.A.
II;83965;TERBOFENACO® 1%;DICLOFENACO DIETILAMINA;GEL;11.6MG/G;TERBOL LABORATORIES PVT. LTD.;/;TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.);INDIA;"TERAPEUTICA BOLIVIANA ""TERBOL S.A."""
II;84057;VITT C  - Z;ÁCIDO ASCÓRBICO +  ZINC;COMPRIMIDO MASTICABLE;500MG + 5MG;"WEST COAST PHARMACEUTICAL WORKS LTD.
";;;INDIA;BOLIVIAN PHARMACEUTICAL - VIANPHARMA
II;84061;CALPREN PLUS;"CARBONATO DE CALCIO; VITAMINA D3; VITAMINA K2-7; MAGNESIO; ISOFLAVONAS DE SOYA";CÁPSULA BLANDA;"500MG; 0.013MG;24.75";SOFTGEL  HEALTHCARE PVT.LTD.;;SOUTH AMERICAN EXPRESS S.A.;INDIA;SOUTH AMERICAN EXPRESS S.A.(SAE S.A.)
II;84064;SATIAL TOTAL NEUTRALASA SUGAR STOP & CARB CONTROLLER;VARIOS;POLVO;VARIOS;FRAMINGHAM PHARMA S.R.L.;/;/;ARGENTINA;KLBUSINESS LTDA.
II;84073;VISOMEGA®;VER FÓRMULA;CAP.BL. DE GEL.C/CUB.ENT.;VER FÓRMULA;PROCAPS S.A.;/;/;COLOMBIA;PROMEDICAL S.A.
II;84113;ULCEGAR PLUS;"HIDROXIDO DE ALUMINIO;HIDROXIDO DE MAGNESIO Y SIMETICONA";;400MG+100MG+25MG;RAVI CHEM PHARMA;;//EXPORTADO POR:U SQUARE LIFESCIENCE PVT. LTD.;INDIA;"""GARNICAPHARMA"" S.R.L."
II;84114;DOLOCORDRALAN 2% GEL;DICLOFENACO DIETILAMINO;GEL;2%;LABORATORIOS PORTUGAL S.R.L.;/;ANSOLAT S.A.C.;PERU;LAB PORTUGALBO S.R.L.
II;84117;K 100 MCG;FITOMENADIONA;TABLETA;100MCG;MASON VITAMINS,INC.;/;/;ESTADOS UNIDOS;MEGA VIT S.R.L.
NN;84139;TYPIREC NOCHE;VER FORMULA;POLVO GRANULADO;VER FORMULA;LABORATORIOS FARMACÉUTICOS LAFAR S.A.;/;/;BOLIVIA;LABORATORIOS FARMACEUTICOS  LAFAR S.A.
NN;84140;RUBEDERMIS;SALICILATO DE METILO, MENTOL, ALCANFOR;UNGUENTO;"1.5%;2%;2%";LABORATORIO HAHNEMANN S.R.L.;/;/;BOLIVIA;LABORATORIO HAHNEMANN S.R.L.
II;84156;VISCID;HIDRÓXIDO DE ALUMINIO, HIDRÓXIDO DE MAGNESIO Y SIMETICONA;SUSPENSION ORAL;675MG+600MG+75MG;ENICAR PHARMACEUTICALS PVT. LTD.;INDOCO REMEDIES LIMITED;/;INDIA;SAN FERNANDO S.R.L.
II;84187;SANAVIT C;VITAMINA C (ÁCIDO ASCÓRBICO);COMPRIMIDO EFERVESCENTE;2000MG;JAYWIN REMEDIES PVT. LTD.;/;SANAT PHARMA S.R.L.;INDIA;SANAT PHARMA S.R.L.
PTA;84241;DIABETIL;UÑA DE GATO (UNCARIA GUIANENSIS);SOLUCIÓN ORAL;50%;MENATBOL;/;/;BOLIVIA;MENATBOL
II;84276;BUCOGESIC;BENZOCAINA + MENTOL;COMP. P/DISOLV.EN LA BOCA;6MG + 10MG;RHOMBUS PHARMA PVT. LTD.;/;/;INDIA;SAN FERNANDO S.R.L.
II;84313;DI - NEUMOBRON;"PARACETAMOL;FENILEFRINA CLOR;CLORFENAMINA";TABLETA RECUBIERTA;"500MG;10MG;4MG";LABORATORIOS PORTUGAL S.R.L.;MEGA LABS S.A.;/;PERU;MEGALABS BOLIVIA S.R.L.
NN;84331;ANTIGRIPAL COMPUESTO NOCHE;"PARACETAMOL;PSEUDOEFEDRINA,CLORFENIRAMINA";GRANULOS;"500MG;50MG;5MG;";DROGUERIA INTI S.A.;/;/;BOLIVIA;DROGUERIA INTI S.A.
II;84375;METAVIT;CALCIO/MAGNESIO/ZINC/VITAMINA D;TABLETA RECUBIERTA;"1000MG;400MG;15MG;40";AVANTI NUTRITIONAL LABORATORIES LLC;/;CAMSA INDUSTRIAL Y COMERCIO S.A.;ESTADOS UNIDOS;CAMSA INDUSTRIA Y COMERCIO S.A.
II;84405;EFAGEDOL®;DICLOFENACO SODICO+PARACETAMOL;COMPRIMIDO;50MG+500MG;UNISON PHARMACEUTICALS PVT. LTD.;/;LABORATORIOS ALFA S.A.;INDIA;LABORATORIOS ALFA S.A.
II;84436;IBUPROFENO;IBUPROFENO;SUSPENSIÓN ORAL;100MG/5ML;FRONTLINE PHARMACEUTICALS PVT.LTD.;/;BRIX BIOPHARMA;INDIA;GENFARMA
II;84439;VITAMINA C;ACIDO ASCORBICO;COMPRIMIDO MASTICABLE;100MG;WESTCOAST PHARMACEUTICAL WORKS LTD.;/;/;INDIA;VALENTIUS S.R.L.
PTA;84447;ZANITA;"SMILAX ASPERA L; URTICA URENS L,";JARABE;55%;MENATBOL;/;/;BOLIVIA;MENATBOL
NN;84452;ALCOHOL 70%;ALCOHOL ETÍLICO;SOLUCIÓN TÓPICA;70%;LABORATORIO INDUSTRIAL FARMACEUTICO NOSTAS S.R.L.;;;BOLIVIA;NOSTAS S.R.L.
II;84457;DAY BY DAY VITAMIN C 1000MG;ÁCIDO ASCÓRBICO(VITMINAC);TABLETA EFERVESCENTE;1000MG;KRÜGER GMBH & CO.KG;;;ALEMANIA;VALENTIUS S.R.L.
II;84479;ENSURE ADVANCE VAINILLA;VER FORMULA;POLVO;VER FORMULA; ABBOTT LABORATORIES S.A.;/;/;ESPAÑA;PHARMATECH BOLIVIANA S.A.
NN;84521;ANTIGRIPAL COMPUESTO DÍA;"PARACETAMOL; PSEUDOEFEDRINA CLORHIDRATO; LORATADINA; ACIDO ASCORBICO (VIT. C)";GRANULADO;"500MG; 50MG; 10MG; 5";DROGUERÍA INTI S.A.;/;/;BOLIVIA;DROGUERIA INTI S.A.
NN;84530;VIOLETA DE GENCIANA 3%;VIOLETA DE GENCIANA;SOLUCIÓN TOPICA;3%;LAB.FARMACEUTICO TELCHI LITEL.LTDA;/;/;BOLIVIA;TELCHI  LITEL LTDA.
II;84543;VITACID;ACIDO ASCORBICO;TABLETA;1000MG;AVANTI NUTRITIONAL LABORATORIES LLC;/;CAMSA INDUSTRIA Y COMERCIO S.A.;ESTADOS UNIDOS;CAMSA INDUSTRIA Y COMERCIO S.A.
